,uname,uid,text,create_time
154,林莱莱呀,4278307115398309,回复@Jawnha我永远爱你:我评论的是你后面一个人讲的话，你的话，抱歉我没看到，对号入座的你，紧张兮兮气急败坏，可笑可悲，没什么好生气的,2018-08-29 10:56:06
155,palande85,4278303361178443,//@林莱莱呀:求你们帮我扩散了，我朋友真实的，求你们了跟我关系很好的，我只求她平安其他我都不求,2018-08-29 10:41:12
156,69之夏,4278277399119086,回复@lololo1995:真希望科技发达能冷冻起死回生啊，太可怜了//@lololo1995:看朋友圈说抓到人了 但是女孩已经遇害了[感冒],2018-08-29 08:58:01
157,鹤翼林,4278276802907201,转发微博,2018-08-29 08:55:39
158,挡不住的夜风-来袭,4278121395556110,转发微博,2018-08-28 22:38:08
159,星星38282,4278117687644681,转发微博,2018-08-28 22:23:23
160,蔡徐坤明天将会向我表白,4278091200737503,转发微博,2018-08-28 20:38:08
161,hxxxxxxxk,4278059894684004,转发微博,2018-08-28 18:33:44
162,水叶祈,4277998599209790,回复@Super_4ong:[衰]//@Super_4ong:感谢所有关心这次事件的人，女孩确定遇害，尸体也已经找到，我希望这次事件继续发酵，让滴滴平台的不作为付出相应的代价，希望大家继续扩散🙏🙏 http://t.cn/RkEKaqy,2018-08-28 14:30:10
163,_榴莲就是留恋,4277981067537688,恐怖,2018-08-28 13:20:29
164,幸福乖乖的婕儿,4277951367050635,转发微博,2018-08-28 11:22:29
165,喜欢花敏,4277944761567032,//@林莱莱呀:请继续扩散继续发酵一定要还我朋友一个公道,2018-08-28 10:56:14
166,SUN賽偉,4277941351537898,平台的漏洞不足，滴滴客服的不理睬，警察的不果断，司机的兽性，种种原因导致一个21岁的年轻生命结束。,2018-08-28 10:42:41
167,用户5264281381,4277921403147786,转发微博,2018-08-28 09:23:24
168,CLye图,4277905175293009,转发微博,2018-08-28 08:18:56
169,黄丽招呀,4277803107294811,//@林莱莱呀:请继续扩散继续发酵一定要还我朋友一个公道,2018-08-28 01:33:21
170,老K就是Frank,4277796152987774,已经关注……,2018-08-28 01:05:42
171,醉卧仓鼠怀,4277792105118530,转发微博,2018-08-28 00:49:38
172,苏苏君酱君酱,4277769254692240,//@山崎耶耶子:昨天还雷电交加 求求大家扩散一下 真是不敢想她有多害怕[泪]//@山崎耶耶子:快十七个小时了 一点消息都没有[泪]//@illlili:@温州草根新闻 @平安温州 看见的朋友麻烦帮忙转发 求助 万分感谢,2018-08-27 23:18:50
173,Coffee何婉茹,4277756424557578,20岁？23岁？仙女到底多少岁？,2018-08-27 22:27:50
174,紫云茗茶,4277729211459002,滴滴严重不作为！所谓的整改不能从根本解决问题，大家平时出行要多注意安全，有个公安110APP下载下！,2018-08-27 20:39:43
175,只会放大的宙斯,4277715320057813,//@小土豪拒绝吃土:滴滴有点牛逼//@Tina:建议增加上传无违法犯罪证明 虽然估计没什么用//@shijin1:可惜了，信息不对称，万一骗人怕浪费人力//@国韭是我:哎，一个普通用户的呼救哪儿会收到重视呢？事发后才发现我们错了@shijin1//@互联网的那点事: 额 当天凌晨的求救微博[悲伤],2018-08-27 19:44:30
176,魔王顾小及,4277705689906019,已经注销账号卸载了[拜拜]//@老朽兔兔要逆天:我的天呐…再一次不敢用滴滴了好可怕…//@山崎耶耶子:求求大家帮忙转发一下 我朋友司机和车都还没找到[泪]//@CCZHu_:@平安温州 @温州交警 @温州发布 @凤凰网 @新华网 @搜狐新闻 @腾讯新闻 @温州草根新闻 @头条新闻 @新闻晨报 @南方周末,2018-08-27 19:06:14
177,壹抹酣甜,4277703647440218,一个花季女孩就这样说没就没了，姑娘一路走好，愿你在另一个世界安好！,2018-08-27 18:58:08
178,CherryLay_,4277701550829075,转发微博,2018-08-27 18:49:48
179,用户6607718589,4277694563330695,转发微博,2018-08-27 18:22:02
180,金龙Yaa,4277684890522412,转发微博,2018-08-27 17:43:36
181,用户6206303954,4277681468282853,#没有合理交代，声浪便不停歇# 很可惜很心痛,2018-08-27 17:30:00
182,用户6206303954,4277680490759909,转发微博,2018-08-27 17:26:07
183,有我在不用怕19213,4277676526552345,转发微博,2018-08-27 17:10:22
184,其实人生如戏全靠演技,4277675118325221,转发微博,2018-08-27 17:04:45
185,我知故我在-,4277673515609010,转发微博,2018-08-27 16:58:24
186,槭树下的小橘子,4277667509556654,转发微博,2018-08-27 16:34:32
187,用户6346913229,4277660010457920,转发微博,2018-08-27 16:04:43
188,小猪佩其a,4277657392554479,转发微博,2018-08-27 15:54:20
189,土豆地瓜1314520,4277650052261873,转发微博,2018-08-27 15:25:09
190,臭臭神医,4277644205624264,[泪]//@何也sama:扩//@此人名曰狗血:天啊//@夏目家的小诗哥:...//@胡萝卜的吉光片羽:天……[伤心]//@Super_4ong:感谢所有关心这次事件的人，女孩确定遇害，尸体也已经找到，我希望这次事件继续发酵，让滴滴平台的不作为付出相应的代价，希望大家继续扩散🙏🙏  http://t.cn/RkEKaqy,2018-08-27 15:01:55
191,nanp第一,4277635175077366,回复@Super_4ong:滴滴有说法了吗//@Super_4ong:感谢所有关心这次事件的人，女孩确定遇害，尸体也已经找到，我希望这次事件继续发酵，让滴滴平台的不作为付出相应的代价，希望大家继续扩散🙏🙏 http://t.cn/RkEKaqy,2018-08-27 14:26:03
192,nanp第一,4277634785445082,持续关注中,2018-08-27 14:24:30
193,Kevin四哥,4277626165917571,远离滴滴顺风车！,2018-08-27 13:50:15
194,零彡幺柒,4277621208347453,转发微博,2018-08-27 13:30:33
195,梦想一直在前面,4277620738762610,转发微博,2018-08-27 13:28:41
196,凡先生1粒米,4277619074002787,希望彻底除根大家推广一下才会少一些人遇害,2018-08-27 13:22:03
197,灬追风筝的人灬灬,4277618976554293,我无话可说……,2018-08-27 13:21:42
198,弹弹弹_,4277614459596636,转发微博,2018-08-27 13:03:43
199,紫雪_励志做一个帅气的瘦咂,4277602019362555,转发微博,2018-08-27 12:14:18
200,呜呜79057,4277600601630125,8888666666,2018-08-27 12:08:40
201,宛清洛,4277593911676007,滴滴平台给个交代吧！！,2018-08-27 11:42:05
202,林立盡至,4277591545890605,让更多的人了解真相,2018-08-27 11:32:41
203,专属唯一12782,4277589457970047,转发微博,2018-08-27 11:24:23
204,AKA陈老板,4277585410419605,转发微博,2018-08-27 11:08:18
205,凌波仙的草堂,4277584760319363,南無阿彌陀佛,2018-08-27 11:05:43
206,会飞的小丫蛋,4277583883621673,转发微博,2018-08-27 11:02:14
207,电白人都是活雷锋94177,4277581907501964,转发微博,2018-08-27 10:54:23
208,王詠娟365,4277574895178239,转发微博,2018-08-27 10:26:31
209,1yndonn3u努力学习,4277567635119276,回复@Super_4ong:[泪]//@Super_4ong:感谢所有关心这次事件的人，女孩确定遇害，尸体也已经找到，我希望这次事件继续发酵，让滴滴平台的不作为付出相应的代价，希望大家继续扩散🙏🙏 http://t.cn/RkEKaqy,2018-08-27 09:57:40
210,居郎教授,4277564643783267,转发微博,2018-08-27 09:45:46
211,不知名锁匠ouo,4277563394168512,//@鳴川_://@角鲨柠檬烯://@原罪惡人-://@夜阑_卧听风吹雨://@吴二绿__默狛丶千年雨歇://@爱德蒙厨://@糯米麦源片://://@山崎耶耶子:求求大家帮忙转发一下 我朋友司机和车都还没找到[泪]//@CCZHu_:@平安温州@温州交警@温州发布@凤凰网@新华网@搜狐新闻@腾讯新闻@温州草根新闻@头条新闻@新,2018-08-27 09:40:48
212,理科男Tad,4277561716328695,回复@cunningqin:和司机聊天的目的是分散注意力，尽量引导到他的内容范围，有时环境较为安全的情况下我也懒得尬聊，尽量避免暴露自己的信息，尤其是个人隐私类的。,2018-08-27 09:34:09
213,底层虾米i,4277560038679337,转发微博,2018-08-27 09:27:28
214,笙歌xu,4277558742167401,//@林莱莱呀:求你们帮我扩散了，我朋友真实的，求你们了跟我关系很好的，我只求她平安其他我都不求,2018-08-27 09:22:21
215,timtimxxzz宅宅,4277549590425978,转发微博,2018-08-27 08:45:58
216,最奶思的澈澈c,4277549363946945,所以说白天也不安全[拜拜],2018-08-27 08:45:04
217,Oneyearr,4277547594094092,轉發微博,2018-08-27 08:38:01
218,用户6553428156,4277546960330764,转发微博,2018-08-27 08:35:32
219,亲情黄志远,4277545895415060,强烈要求滴滴程维和柳青到逝者面前道歉！此车以开顺风车为主要收入，应该不属于顺风车，是黑车批了滴滴的马甲，滴滴有不可推卸责任。应严查滴滴平台上所有黑车违法行为和没收违法所得。@人民日报 @都市快报 @今日头条 @钱江晚报 @网易新闻客户端@央视新闻,2018-08-27 08:31:17
220,十三月的遍地,4277542997063743,滴滴怕是要亡,2018-08-27 08:19:46
221,白雨妞,4277541957752904,愿天堂安好，愿对这世间的女孩好一些，少一些害怕，多一些快乐[求关注][求关注],2018-08-27 08:15:38
222,心比柠檬酸wwh,4277541860758100,转发微博,2018-08-27 08:15:15
223,周心玉30306,4277539620920133,女孩注意,2018-08-27 08:06:21
224,网管的马甲,4277539478096683,转发微博,2018-08-27 08:05:47
225,龚雅婷er,4277538290766993,转发微博,2018-08-27 08:01:05
226,Chelsea_Yao,4277532944091545,转发微博,2018-08-27 07:39:49
227,芳08042华yu,4277526463919224,转发微博,2018-08-27 07:14:04
228,最无敌最俊朗,4277524961595027,//@一锅玄哥://@黏了棵葱_KKia://@溪初阳关:[打脸]我真的不想看见女孩子别打滴滴了这种话，人给狗让路？//@长三哥是大好人:……//@停云云神智不清://@连清_://@磕药姬://@白泽_MEOWMERS:小姑娘穿着长裤，白天打车，得知危险紧急处理了，还是死了。你告诉我什么他妈的叫安全啊。干脆地铁全做成女性专属,2018-08-27 07:08:06
229,Catcatmia2018,4277510395575294,转发微博,2018-08-27 06:10:13
230,A小鬼N,4277506619702460,安全第一//@l鱼苗I:……又是滴滴//@Super_4ong:感谢所有关心这次事件的人，女孩确定遇害，尸体也已经找到，我希望这次事件继续发酵，让滴滴平台的不作为付出相应的代价，希望大家继续扩散🙏🙏 http://t.cn/RkEKaqy,2018-08-27 05:55:13
231,冷雨冷雪冷风霜,4277503935161277,转发微博,2018-08-27 05:44:33
232,记者坚帅,4277500329219202,太让人心痛了！🙏🙏🙏,2018-08-27 05:30:13
233,metamatrix2012,4277490136470956,帮我给受害人家属带个话，受害人遗体是否完整，有否丢失器官，辞职原因是什么，最近有否异常举动？本案跟5月李明珠案太像，那个嫌疑人被发现溺水，而此人第二天清晨改签名为 大难不死 总会出头，可能也纪历了生死时刻。       一个有正义感的公民,2018-08-27 04:49:42
234,用户6148210497,4277488408749487,转发微博,2018-08-27 04:42:51
235,陈晓龙1992,4277486500125757,回复@Super_4ong:@滴滴出行 犯罪司机跟被害人逗留在山上五个小时，在这五个小时里，博主每过一个小时给你们发信息找好友，你们一次次的推脱，你们，和从犯没区别。别忘想这次会敷衍过去。,2018-08-27 04:35:16
236,想当锦鲤的大饼,4277479634057793,//@林莱莱呀:请继续扩散继续发酵一定要还我朋友一个公道,2018-08-27 04:07:59
237,胡歌歌梅长苏,4277476177758163,//@山崎耶耶子:求求大家帮忙转发一下 我朋友司机和车都还没找到[泪]//@CCZHu_:@平安温州 @温州交警 @温州发布 @凤凰网 @新华网 @搜狐新闻 @腾讯新闻 @温州草根新闻 @头条新闻 @新闻晨报 @南方周末,2018-08-27 03:54:15
238,薯条大侠侠侠侠,4277474017607680,女孩儿安息[蜡烛],2018-08-27 03:45:40
239,cnny_e_b,4277461870568830,🙏,2018-08-27 02:57:24
240,安琪拉ccc,4277460813728300,//@林莱莱呀:请继续扩散继续发酵一定要还我朋友一个公道,2018-08-27 02:53:12
241,Azdrtiponnmee,4277453487287286,连下午都出事 人心为什么如此变态 滴滴的态度也让人愤怒,2018-08-27 02:24:05
242,Tavender1999,4277452883297494,转发微博,2018-08-27 02:21:41
243,陈易烊ccq,4277448868465648,转发微博,2018-08-27 02:05:44
244,洛施花舍凯红,4277442896293223,心疼,2018-08-27 01:41:59
245,林野原中,4277442094356527,转发微博,2018-08-27 01:38:49
246,烽挺好的,4277438327833146,转发微博,2018-08-27 01:23:51
247,水东楼咚咚吆,4277438231826504,转发微博,2018-08-27 01:23:28
248,crush战,4277438144065120,转发微博,2018-08-27 01:23:06
249,学会计的小夹子,4277430115905701,//@患者阿离://@Super_4ong:感谢所有关心这次事件的人，女孩确定遇害，尸体也已经找到，我希望这次事件继续发酵，让滴滴平台的不作为付出相应的代价，希望大家继续扩散🙏🙏,2018-08-27 00:51:12
250,用户6484037311,4277428979339922,转发微博,2018-08-27 00:46:42
251,小叹云兮,4277428341882650,试问如果是滴滴高层家属发生这事作何感想,2018-08-27 00:44:09
252,_肉肉凡_,4277424160010029,[泪][泪][泪],2018-08-27 00:27:33
253,是小彩虹唐丹呀-Rainbow,4277423916509374,转发微博,2018-08-27 00:26:35
254,一个两个静啊,4277422289390758,转发微博,2018-08-27 00:20:07
255,卜大总攻,4277421979715943,唉,2018-08-27 00:18:53
256,我脾气不好我喜欢笑,4277420296735517,转发微博,2018-08-27 00:12:12
257,余空KT,4277419915647188,转发微博,2018-08-27 00:10:41
258,小白爷01,4277419411607236,转发微博,2018-08-27 00:08:41
259,刘源er家的小媳妇,4277419122860444,//@假酒烧:转发微博,2018-08-27 00:07:32
260,是仙仙女了,4277414332446099,转发微博,2018-08-26 23:48:30
261,如故1196,4277412194096850,转发微博,2018-08-26 23:40:00
262,旧人75,4277411245558534,转发微博,2018-08-26 23:36:14
263,源源不断xfy,4277410302081758,转发微博,2018-08-26 23:32:28
264,燊歌0707,4277405789514926,转发微博,2018-08-26 23:14:32
265,像风一样_happy,4277405448760212,转发微博,2018-08-26 23:13:12
266,啊啊ass518,4277403427081334,转发微博,2018-08-26 23:05:10
267,怀旧的喜欢摸鱼的锅炉Bug,4277401066448101,转发微博,2018-08-26 22:55:47
268,陌闻黯竹乐遥,4277398617054994,转发微博,2018-08-26 22:46:03
269,庆启启庆点点,4277398583714320,//@穿袜子的秋裤:真的很后悔三点多发生异样还没有来得及去报警[泪]还一直还怀着她只是开飞行模式充电，就这样错过了最佳时机！为什么没能在她发那句有点怕怕的时候做出反应！大家一起帮忙转发一下好吗，她一个瘦瘦小小的女生，我没有勇气去想她回面料什么样的事，只求她能平安回来🙏🙏🙏🙏,2018-08-26 22:45:55
270,我想和你一起吃火锅,4277398436149216,[蜡烛],2018-08-26 22:45:20
271,陌了沫,4277396779074456,很心痛的是这次的事情本来有很多机会可以避免。 前几天已经有人投诉过了，为什么没有及时处理。 罪犯把女孩带到山上之后又带下山勒索微信转账，这个时间如果滴滴配合警方给车辆信息，是不是也能挽留这条生命。 多好看又阳光的姑娘，和我同一年出生，这么年轻，人生的很多美好都来不及经历，就这样去世,2018-08-26 22:38:45
